ArtSimpleExample,0,Next,painting19,34071,0.7932105263157895
ArtSimpleExample,0,Next,painting18,5254,-0.8969803921568628
ArtSimpleExample,0,Next,painting17,2844,-0.526
ArtSimpleExample,0,Next,painting16,56609,-0.1290923076923077
ArtSimpleExample,0,Next,painting15,118823,0.6503194444444444
ArtSimpleExample,0,Next,painting14,34755,-0.39026315789473687
ArtSimpleExample,0,Next,painting13,-58415448,-704.800578313253
ArtSimpleExample,0,Next,painting12,152082,0.7282045454545455
ArtSimpleExample,0,Next,painting11,3861915,192.09575
ArtSimpleExample,0,Next,painting10,853,-0.7156666666666667
ArtSimpleExample,0,Next,painting9,-5206,-1.0536701030927835
ArtSimpleExample,0,Next,painting8,15559,-0.7007884615384615
ArtSimpleExample,0,Next,painting7,138599,0.47445744680851065
ArtSimpleExample,0,Next,painting6,29325,-0.5488461538461539
ArtSimpleExample,0,Next,painting5,4055,-0.8378
ArtSimpleExample,0,Next,painting4,-34183932,-462.94502702702704
ArtSimpleExample,0,Next,painting3,20349506,208.78872164948453
ArtSimpleExample,0,Next,painting2,33571530,558.5255
ArtSimpleExample,0,Next,painting1,7289120,606.4266666666666
ArtSimpleExample,0,Next,painting0,-27347764,-480.7853333333333
ArtSimpleExample,0,Connected,painting31,66604,1.4668148148148148
ArtSimpleExample,0,Connected,painting30,27677,-0.2716578947368421
ArtSimpleExample,0,Connected,painting29,5402558,127.63233333333334
ArtSimpleExample,0,Connected,painting28,113016,0.2842727272727273
ArtSimpleExample,0,Connected,painting27,80080,-0.1002247191011236
ArtSimpleExample,0,Connected,painting26,3827660,381.766
ArtSimpleExample,0,Connected,painting25,23500,-0.678082191780822
ArtSimpleExample,0,Connected,painting24,7472,0.4944
ArtSimpleExample,0,Connected,painting23,14376932,190.69242666666668
ArtSimpleExample,0,Connected,painting22,-4769449,-83.23187931034482
ArtSimpleExample,0,Connected,painting21,33728,0.6060952380952381
ArtSimpleExample,0,Connected,painting20,43331,-0.4841547619047619
ArtSimpleExample,0,Connected,painting39,-8174022,-273.4674
ArtSimpleExample,0,Connected,painting38,4637,-0.944797619047619
ArtSimpleExample,0,Connected,painting37,-11315843,-222.87927450980393
ArtSimpleExample,0,Connected,painting36,90781,-0.002406593406593407
ArtSimpleExample,0,Connected,painting35,-12446565,-158.55145569620254
ArtSimpleExample,0,Connected,painting34,32443,-0.045794117647058825
