ArtSimpleExample,0,Lazy_1,painting19,5987,-0.251625
ArtSimpleExample,0,Lazy_1,painting18,88346,0.5232068965517241
ArtSimpleExample,0,Lazy_1,painting17,32006,-0.5361449275362319
ArtSimpleExample,0,Lazy_1,painting16,80653,0.1860735294117647
ArtSimpleExample,0,Lazy_1,painting15,83720,-0.12791666666666668
ArtSimpleExample,0,Lazy_1,painting14,12634,-0.7821724137931034
ArtSimpleExample,0,Lazy_1,painting13,71467,0.40131372549019606
ArtSimpleExample,0,Lazy_1,painting12,108166,0.5023055555555556
ArtSimpleExample,0,Lazy_1,painting11,1461,-0.9752372881355932
ArtSimpleExample,0,Lazy_1,painting10,11763,-0.6205483870967742
ArtSimpleExample,0,Lazy_1,painting9,58617,0.1059811320754717
ArtSimpleExample,0,Lazy_1,painting8,78069,0.5013269230769231
ArtSimpleExample,0,Lazy_1,painting7,39053,0.4464074074074074
ArtSimpleExample,0,Lazy_1,painting6,44033,0.29508823529411765
ArtSimpleExample,0,Lazy_1,painting5,67631,0.5029111111111111
ArtSimpleExample,0,Lazy_1,painting4,22638,0.7413846153846154
ArtSimpleExample,0,Lazy_1,painting3,92190,0.0975
ArtSimpleExample,0,Lazy_1,painting2,8011,0.14442857142857143
ArtSimpleExample,0,Lazy_1,painting1,15968,-0.38584615384615384
ArtSimpleExample,0,Lazy_1,painting0,3894,0.298
ArtSimpleExample,0,Lazy_2,painting31,-2892132,-39.56176
ArtSimpleExample,0,Lazy_2,painting30,16816027,699.6677916666666
ArtSimpleExample,0,Lazy_2,painting29,14598524,213.68417647058823
ArtSimpleExample,0,Lazy_2,painting28,-8234711,-1647.9422
ArtSimpleExample,0,Lazy_2,painting27,50844832,583.423356321839
ArtSimpleExample,0,Lazy_2,painting26,-17896110,-202.07988764044944
ArtSimpleExample,0,Lazy_2,painting25,-35262192,-630.682
ArtSimpleExample,0,Lazy_2,painting24,-11137513,-429.36588461538463
ArtSimpleExample,0,Lazy_2,painting23,-35089903,-413.8223882352941
ArtSimpleExample,0,Lazy_2,painting22,20854344,833.17376
ArtSimpleExample,0,Lazy_2,painting21,2322466,135.61564705882353
ArtSimpleExample,0,Lazy_2,painting20,-12218326,-306.45815
ArtSimpleExample,0,Lazy_2,painting39,-5770392,-116.40784
ArtSimpleExample,0,Lazy_2,painting38,-34699937,-390.8869325842697
ArtSimpleExample,0,Lazy_2,painting37,252180,9.964347826086957
ArtSimpleExample,0,Lazy_2,painting36,7022368,102.27011764705883
ArtSimpleExample,0,Lazy_2,painting35,-256693,-13.83465
ArtSimpleExample,0,Lazy_2,painting34,-2169892,-128.64070588235293
ArtSimpleExample,0,Lazy_2,painting33,17540729,356.9740612244898
ArtSimpleExample,0,Lazy_2,painting32,47228080,827.5628070175438
ArtSimpleExample,0,ForTrust,painting49,-4130807,-126.1759696969697
ArtSimpleExample,0,ForTrust,painting48,2848,-0.288
ArtSimpleExample,0,ForTrust,painting47,10878281,186.55656896551724
ArtSimpleExample,0,ForTrust,painting46,24880,0.38222222222222224
ArtSimpleExample,0,ForTrust,painting45,-10659114,-129.42306024096385
ArtSimpleExample,0,ForTrust,painting44,26977813,816.5094848484848
ArtSimpleExample,0,ForTrust,painting43,-43867840,-493.8970786516854
ArtSimpleExample,0,ForTrust,painting42,13892054,462.06846666666667
ArtSimpleExample,0,ForTrust,painting41,3598000,86.7560975609756
ArtSimpleExample,0,ForTrust,painting40,0,-1.0
ArtSimpleExample,0,ForTrust,painting59,987200,31.906666666666666
ArtSimpleExample,0,ForTrust,painting58,0,-1.0
ArtSimpleExample,0,ForTrust,painting57,62922193,705.9909325842697
ArtSimpleExample,0,ForTrust,painting56,6891478,92.12808108108108
ArtSimpleExample,0,ForTrust,painting55,61693777,669.5845326086957
ArtSimpleExample,0,ForTrust,painting54,0,-1.0
ArtSimpleExample,0,ForTrust,painting53,0,-1.0
ArtSimpleExample,0,ForTrust,painting52,0,-1.0
ArtSimpleExample,0,ForTrust,painting51,0,-1.0
ArtSimpleExample,0,ForTrust,painting50,0,-1.0
ArtSimpleExample,0,Simple_1,painting62,0,-1.0
ArtSimpleExample,0,Simple_1,painting61,0,-1.0
ArtSimpleExample,0,Simple_1,painting60,0,-1.0
ArtSimpleExample,0,Simple_1,painting79,0,-1.0
ArtSimpleExample,0,Simple_1,painting78,0,-1.0
