ArtSimpleExample,0,Simple_2,1944.0,20.0,0.17904791184581662,0.6834754828439313
ArtSimpleExample,0,Cheating_1,2369.954999999991,20.0,-0.19859690754553552,0.5965515684772899
ArtSimpleExample,0,Simple_1,1784.0,20.0,0.09694802979629483,0.6653160047072325
ArtSimpleExample,0,ForTrust,1817.0,20.0,62.55218776069357,267.09753271438274
ArtSimpleExample,0,Lazy_2,1770.0,20.0,78.93127829373307,366.4037567290689
ArtSimpleExample,0,Lazy_1,1768.0,20.0,-0.06721886931639261,0.515846279061284
ArtSimpleExample,0,Simple_4,1990.0,20.0,-1.0,0.0
ArtSimpleExample,0,Simple_3,1786.0,20.0,105.13492232161568,438.3821492725457
ArtSimpleExample,1,Simple_2,4756.0,32.0,0.026664474265000907,0.6521082292136371
ArtSimpleExample,1,Cheating_1,5177.954999999991,30.0,2.4281571723403954,14.026177624906866
ArtSimpleExample,1,Simple_1,5638.0,38.0,-1.0,0.0
ArtSimpleExample,1,ForTrust,2044.0,2.0,0.39174890556597874,0.014911152942357245
ArtSimpleExample,1,Lazy_2,1934.0,2.0,0.29308538461538464,0.5467991467520387
ArtSimpleExample,1,Lazy_1,5498.0,38.0,-1.0,0.0
ArtSimpleExample,1,Simple_4,3600.0,16.0,-1.0,0.0
ArtSimpleExample,1,Simple_3,2157.959999999999,2.0,-0.5852175925925927,0.26458233457897756
ArtSimpleExample,2,Simple_2,7276.0,28.0,0.18654309236277417,0.9122994125133974
ArtSimpleExample,2,Cheating_1,5827.954999999991,6.0,-0.29651807202459374,0.8073796936427272
ArtSimpleExample,2,Simple_1,7112.0,16.0,0.2402184212433023,0.8481116946191705
ArtSimpleExample,2,ForTrust,5078.0,30.0,-0.20532084006793574,0.5293637473193007
ArtSimpleExample,2,Lazy_2,4706.0,31.0,0.06963796107311487,0.8703448023716827
ArtSimpleExample,2,Lazy_1,7086.0,16.0,-1.0,0.0
ArtSimpleExample,2,Simple_4,4974.0,13.0,-1.0,0.0
ArtSimpleExample,2,Simple_3,3919.959999999999,20.0,-0.21039605134529085,0.5472503444804194
ArtSimpleExample,3,Simple_2,9208.0,21.0,0.2668462208405404,0.5149816337634672
ArtSimpleExample,3,Cheating_1,7467.954999999991,17.0,1.25913084260422,8.415570978021572
ArtSimpleExample,3,Simple_1,8812.0,19.0,0.3830668848315172,0.6581108166861794
ArtSimpleExample,3,ForTrust,8072.5,31.0,-0.3246619207940445,0.5389324406525922
ArtSimpleExample,3,Lazy_2,6420.0,19.0,-0.13583112446867285,0.4479424002174807
ArtSimpleExample,3,Lazy_1,8326.0,13.0,0.08034892424482919,0.7554085460688779
ArtSimpleExample,3,Simple_4,6234.0,13.0,-0.07883526808503369,0.5219423333436058
ArtSimpleExample,3,Simple_3,6355.939999999999,27.0,-0.15384031702804077,1.006944387544893
